Name,Age,Nationality,Overall,Position,Value,Preferred Foot,Height,Weight,Position_Type
D. Facchin,31,Italy,62,GK,180,Right,74,179,Defense
J. Turnbull,23,England,62,CB,375,Left,73,159,Defense
J. Manns,22,Sweden,62,RB,300,Right,69,163,Defense
D. Al Qarni,29,Saudi Arabia,62,LCM,240,Right,66,152,Midfield
D. Erdoğan,21,Turkey,62,CM,525,Right,72,174,Midfield
J. Eiswohld,28,Sweden,62,RCB,280,Right,73,163,Defense
K. Sarkodie,27,United States,62,RB,280,Right,69,165,Defense
B. Garmston,24,Republic of Ireland,62,LB,300,Left,70,152,Defense
M. Cubillos,22,Chile,62,RW,425,Right,69,148,Attack
H. Cornick,23,England,62,RS,450,Right,71,185,Attack
Ernest Forgás,24,Spain,62,ST,400,Right,74,161,Attack
K. Appin,20,France,62,RW,525,Right,70,157,Attack
Abenza,22,Spain,62,CM,425,Right,72,165,Midfield
D. Schütz,27,Austria,62,LM,325,Right,67,146,Midfield
H. Shaian,29,Saudi Arabia,62,GK,200,Right,75,174,Defense
Yun Sang Ho,26,Korea Republic,62,CM,350,Left,70,141,Midfield
P. Caddis,30,Scotland,62,RB,220,Right,67,148,Defense
I. Diallo,19,France,62,CM,650,Left,70,150,Midfield
M. Sak,28,Turkey,62,CM,300,Right,72,159,Midfield
C. Halkett,23,Scotland,62,CB,375,Left,72,165,Defense
S. Al Masrahi,31,Saudi Arabia,62,CB,200,Right,73,192,Defense
C. Ogbene,21,Republic of Ireland,62,LM,500,Right,69,165,Midfield
C. Cisternas,32,Chile,62,CM,230,Right,69,165,Midfield
D. Sugimoto,24,Japan,62,GK,280,Right,74,183,Defense
L. Lapoussin,22,France,62,CDM,375,Right,71,168,Midfield
Nam Seung Woo,26,Korea Republic,62,CAM,375,Right,70,176,Midfield
C. Sibbald,23,Scotland,62,CAM,425,Right,67,154,Midfield
A. Sánchez,19,Mexico,62,CB,450,Right,72,176,Defense
Y. Tasaka,32,Japan,62,RB,170,Right,69,152,Defense
N. Estévez,22,Argentina,62,RM,450,Right,72,163,Midfield
T. Siedschlag,30,Germany,62,CM,280,Right,71,179,Midfield
D. Mullen,23,Scotland,62,ST,400,Right,70,139,Attack
C. Clements,28,England,62,CM,300,Right,69,146,Midfield
K. Wilson,18,England,62,RB,425,Right,70,157,Defense
B. Kraev,21,Bulgaria,62,CAM,425,Right,73,154,Midfield
F. Baise,38,Hong Kong,62,CB,40,Right,68,159,Defense
D. Grubb,26,England,62,LM,325,Right,72,181,Midfield
K. Roos,26,Netherlands,62,GK,270,Right,77,198,Defense
Longchang Lin,28,China PR,62,RCB,250,Right,74,181,Defense
A. Mosquera,30,Colombia,62,ST,290,Right,74,181,Attack
T. Yokoyama,33,Japan,62,CB,120,Right,72,165,Defense
J. Segre,21,Italy,62,CM,475,Right,73,165,Midfield
M. O'Brien,25,Republic of Ireland,62,CB,325,Right,71,170,Defense
J. Clisby,26,Australia,62,LB,300,Left,71,159,Defense
H. Anderson,21,England,62,RM,525,Right,70,157,Midfield
Kike,18,Spain,62,CB,400,Right,75,168,Defense
C. Akas,24,Nigeria,62,LB,350,Left,74,198,Defense
M. Thorbjörnsson,30,Sweden,62,LCB,230,Left,74,176,Defense
A. Al Zubaidi,25,Saudi Arabia,62,RB,325,Right,72,172,Defense
M. Kühne,30,Germany,62,RB,220,Right,70,172,Defense
T. Majrashi,27,Saudi Arabia,62,RM,325,Right,67,126,Midfield
M. Ofkir,21,Norway,62,RM,450,Right,70,157,Midfield
A. Amaya,17,Colombia,62,RM,600,Left,67,143,Midfield
Du Zhenyu,35,China PR,62,LM,130,Left,69,154,Midfield
C. Raglan,25,England,62,CB,300,Right,73,165,Defense
D. Wright,23,England,62,RM,425,Right,69,152,Midfield
W. Pérez,19,Argentina,62,LM,650,Left,69,168,Midfield
B. Utvik,22,Norway,62,CB,375,Right,72,165,Defense
E. Torres,20,Mexico,62,RM,500,Left,65,121,Midfield
A. Tabanelli,28,Italy,62,CM,300,Right,76,172,Midfield
A. Berzel,26,Germany,62,RCB,300,Right,72,174,Defense
J. Cranston,24,Wales,62,RDM,350,Left,71,174,Midfield
C. Stefańczyk,34,Poland,62,RB,90,Right,72,172,Defense
M. Gómez,21,Colombia,62,ST,675,Right,71,154,Attack
Fachendinho,26,Brazil,62,ST,325,Right,71,163,Attack
Y. van Osch,21,Netherlands,62,GK,425,Right,72,161,Defense
Lin Chuangyi,25,China PR,62,CAM,400,Right,70,154,Midfield
Yago,21,Brazil,62,ST,675,Right,68,141,Attack
S. van der Lei,25,Netherlands,62,GK,300,Right,73,174,Defense
M. Austin,27,Australia,62,LW,325,Left,73,172,Attack
W. Balikwisha,19,Belgium,62,RM,575,Right,69,143,Midfield
M. Piątkowski,33,Poland,62,ST,190,Right,73,165,Attack
H. Löfkvist,23,Sweden,62,RCB,350,Right,73,168,Defense
B. N'Gala,28,England,62,RCB,250,Right,74,198,Defense
N. Gjorgjev,20,FYR Macedonia,62,LM,500,Right,69,150,Midfield
I. Anthony,20,Nigeria,62,CB,350,Right,74,198,Defense
J. Delétraz,32,France,62,CDM,170,Right,69,146,Midfield
K. Junker,24,Denmark,62,RS,400,Left,73,161,Attack
F. Ortega,19,Argentina,62,LB,575,Left,70,165,Defense
Josep Martínez,20,Spain,62,GK,475,Right,75,176,Defense
S. Barratt,22,England,62,LM,400,Left,74,143,Midfield
O. Rodas,31,Colombia,62,ST,270,Right,69,165,Attack
B. Lozano,21,Mexico,62,RW,550,Left,66,119,Attack
I. Wadji,23,Senegal,62,ST,475,Right,69,163,Attack
Liu Weidong,31,China PR,62,RW,270,Right,70,150,Attack
B. Prokopič,30,Austria,62,CM,280,Right,71,163,Midfield
M. Gardawski,27,Germany,62,LB,325,Right,70,165,Defense
T. King,23,England,62,GK,325,Right,73,176,Defense
P. Sarr,25,Senegal,62,CM,375,Right,71,154,Midfield
N. Bustos,19,Argentina,62,RW,650,Right,69,163,Attack
M. Bauer,23,Germany,62,RB,350,Right,69,168,Defense
Javi Alonso,19,Spain,62,CM,650,Left,72,172,Midfield
H. Hosogai,32,Japan,62,CDM,170,Right,70,152,Midfield
A. Iniestra,22,Mexico,62,RDM,475,Left,69,174,Midfield
N. Holland,20,England,62,LM,675,Right,70,154,Midfield
P. Nguinda,22,France,62,RB,350,Right,72,176,Defense
K. Brünker,24,Germany,62,ST,425,Right,75,172,Attack
A. Collin,33,England,62,GK,150,Right,75,172,Defense
A. Al Shamekh,25,Saudi Arabia,62,LB,325,Left,69,168,Defense
R. Delaney,21,Republic of Ireland,62,LCB,425,Left,74,159,Defense
K. Yamamoto,28,Japan,62,CM,300,Right,70,174,Midfield
S. Nakahara,24,Japan,62,CM,400,Right,70,150,Midfield
S. Ingolitsch,21,Austria,62,RM,350,Right,70,159,Midfield
L. D'Ath,25,England,62,RM,375,Right,69,170,Midfield
Tiagildo Serra,30,Brazil,62,ST,290,Left,69,154,Attack
S. Rasswalder,31,Austria,62,LB,200,Left,69,148,Defense
J. Esquivel,20,Mexico,62,CDM,450,Right,70,141,Midfield
F. Baak,19,Germany,62,CB,450,Right,73,165,Defense
Zhang Chiming,29,China PR,62,RM,300,Right,71,165,Midfield
R. Pillot,27,France,62,GK,250,Right,74,181,Defense
S. Kavanagh,24,Republic of Ireland,62,LB,325,Left,69,137,Defense
S. Nattestad,23,Faroe Islands,62,CB,350,Left,78,209,Defense
T. Broadbent,26,England,62,CB,260,Left,75,198,Defense
M. Bottani,27,Switzerland,62,CAM,325,Right,67,139,Midfield
Feng Zhuoyi,29,China PR,62,RCM,290,Right,72,165,Midfield
A. Falch,26,Norway,62,GK,280,Left,73,179,Defense
K. Ono,28,Japan,62,LCB,250,Left,71,165,Defense
H. Kawabe,22,Japan,62,RCM,450,Right,70,154,Midfield
R. Rabeï,23,France,62,CAM,425,Right,70,170,Midfield
D. Duarte,33,Mexico,62,CDM,120,Right,71,159,Midfield
R. Hutton,19,England,62,RB,450,Right,69,159,Defense
J. Torres,18,United States,62,CDM,475,Right,69,157,Midfield
B. Bye,22,United States,62,LB,350,Right,72,185,Defense
J. Iritier,23,Argentina,62,LM,425,Right,67,154,Midfield
P. López,20,Mexico,62,LCM,575,Left,66,134,Midfield
L. Salas,20,Chile,62,ST,550,Right,68,174,Attack
L. Young,28,England,62,RB,240,Right,69,134,Defense
D. Bachmann,23,Austria,62,GK,325,Right,75,179,Defense
D. Olsson,23,Sweden,62,LWB,350,Left,72,161,Defense
S. Nkansah,22,Germany,62,RCB,400,Right,74,172,Defense
R. Brewster,18,England,62,ST,700,Right,69,165,Attack
V. Méndez,18,Chile,62,CDM,400,Right,69,150,Midfield
M. Veloso,26,Switzerland,62,RM,350,Left,70,159,Midfield
Y. Arquin,30,France,62,RM,290,Right,74,187,Midfield
M. Jelavić,24,Croatia,62,ST,400,Right,74,176,Attack
Luis Perea,20,Spain,62,CM,575,Right,75,174,Midfield
J. Villalba,19,Paraguay,62,ST,650,Right,69,143,Attack
Perera,21,Spain,62,CDM,450,Left,73,168,Midfield
E. Kane,23,Senegal,62,CB,400,Right,75,172,Defense
Carlitos,25,Portugal,62,LM,375,Right,69,143,Midfield
B. Mwila,24,Zambia,62,ST,400,Right,72,165,Attack
S. Pittman,25,Scotland,62,CM,375,Right,69,159,Midfield
E. Bajrami,30,Sweden,62,RM,290,Left,70,170,Midfield
R. Duffy,32,Wales,62,CB,170,Right,71,143,Defense
J. Karlström,23,Sweden,62,RCM,400,Right,72,179,Midfield
Li Tixiang,28,China PR,62,LCM,250,Right,71,159,Midfield
L. Watkowiak,22,Germany,62,GK,300,Right,78,236,Defense
O. Sangante,27,Senegal,62,RCM,350,Right,74,192,Midfield
G. Buckley,24,Republic of Ireland,62,CAM,375,Right,73,165,Midfield
K. Jakob,20,Germany,62,LB,600,Left,72,163,Defense
Dani Sandoval,20,Spain,62,LM,675,Left,70,157,Midfield
D. Sosa,26,Argentina,62,LW,325,Right,66,141,Attack
S. Sprangler,23,Austria,62,CM,400,Right,72,170,Midfield
T. Schmidt,24,Germany,62,RM,375,Right,69,148,Midfield
I. Chenihi,28,Algeria,62,LM,300,Left,70,165,Midfield
L. Shephard,23,Wales,62,RB,325,Right,70,148,Defense
K. Dirks Riis,21,Denmark,62,CB,475,Right,74,185,Defense
N. Freeman,22,England,62,LW,425,Right,71,172,Attack
B. Garratt,24,England,62,GK,325,Right,73,146,Defense
H. White,23,England,62,RWB,350,Right,73,150,Defense
Sui Weijie,35,China PR,62,GK,70,Right,74,194,Defense
S. Mvibudulu,25,DR Congo,62,ST,375,Right,74,181,Attack
M. Degerlund,20,Sweden,62,CB,375,Left,77,192,Defense
M. Al Enazi,34,Saudi Arabia,62,RB,90,Right,63,130,Defense
J. Delem,25,France,62,CDM,350,Right,71,157,Midfield
André Anderson,18,Brazil,62,CF,625,Right,71,159,Attack
F. Stritzel,24,Germany,62,GK,290,Right,78,203,Defense
W. Al Anazi,23,Saudi Arabia,62,CM,425,Right,66,150,Midfield
W. Jobello,24,France,62,RW,400,Right,70,150,Attack
Luo Xin,28,China PR,62,RCB,280,Right,72,165,Defense
M. Green,31,England,62,ST,270,Right,72,179,Attack
T. David,21,Netherlands,62,RB,350,Right,71,154,Defense
A. Danek,23,Poland,62,RM,425,Right,71,146,Midfield
F. Mussa,22,Tanzania,62,LM,500,Left,67,143,Midfield
G. Bolger,29,Republic of Ireland,62,LDM,240,Right,71,161,Midfield
G. Glendon,23,England,62,CM,375,Right,70,159,Midfield
D. Caicedo,18,Colombia,62,RM,675,Right,65,143,Midfield
D. Oduro,32,Ghana,62,RM,240,Right,72,161,Midfield
M. Maphangule,26,South Africa,62,ST,375,Right,70,176,Attack
J. Sheehan,23,Wales,62,CAM,425,Right,69,165,Midfield
Jesús Jiménez,24,Spain,62,LM,375,Right,72,176,Midfield
G. Traoré,18,France,62,CDM,475,Right,68,139,Midfield
Lee Hyun Woong,30,Korea Republic,62,CM,280,Right,69,150,Midfield
T. Drage,26,Norway,62,LW,350,Right,69,137,Attack
L. Dajaku,17,Germany,62,ST,600,Right,71,163,Attack
Y. Al Musallam,31,Saudi Arabia,62,CB,200,Left,72,185,Defense
Rayco,21,Spain,62,CAM,475,Right,70,143,Midfield
Han Hee Hoon,27,Korea Republic,62,CB,290,Right,72,172,Defense
H. Muñoz,23,Mexico,62,CB,350,Right,69,176,Defense
B. Badiashile,17,France,62,CB,550,Left,76,170,Defense
C. Porter,34,England,62,ST,160,Right,73,183,Attack
R. Kitto,23,Australia,62,LW,400,Left,72,165,Attack
N. Taravel,23,France,62,CB,350,Left,74,176,Defense
Y. Verschaeren,16,Belgium,62,CAM,650,Right,68,139,Midfield
L. Wilkinson,26,England,62,CB,300,Right,74,163,Defense
M. Osores,21,Argentina,62,CB,425,Right,75,172,Defense
M. Gueye,20,Senegal,62,ST,475,Right,73,176,Attack
I. Bermingham,29,Republic of Ireland,62,LB,230,Left,70,161,Defense
M. Demetriou,28,England,62,LCB,280,Left,71,159,Defense
N. McGinley,21,England,62,LCB,375,Left,75,165,Defense
N. Shipnoski,20,Germany,62,RM,550,Right,72,150,Midfield
J. Murray,22,Australia,62,ST,425,Right,71,163,Attack
J. Mauersberger,33,Germany,62,CB,120,Left,76,205,Defense
S. Ambri,20,France,62,ST,525,Left,70,141,Attack
R. Sattelmaier,30,Germany,62,GK,190,Right,74,192,Defense
H. Gjesdal,24,Norway,62,CB,350,Left,76,192,Defense
Yang Shanping,30,China PR,62,RCB,230,Right,74,176,Defense
M. Pode,32,Sweden,62,ST,240,Right,74,181,Attack
N. Stierlin,18,Germany,62,CDM,575,Right,72,163,Midfield
A. Startsev,24,Kazakhstan,62,RB,325,Right,69,159,Defense
D. Petrovic,25,Serbia,62,CB,350,Right,73,176,Defense
C. Daniel,30,England,62,LB,220,Left,71,161,Defense
J. Anderson,22,England,62,CM,450,Left,74,165,Midfield
Kim Sang Won,26,Korea Republic,62,LM,325,Left,69,157,Midfield
O. Shenton,20,England,62,CM,575,Left,69,170,Midfield
N. Rinderknecht,20,Germany,62,CM,650,Right,72,170,Midfield
H. Al Habib,23,Saudi Arabia,62,CM,400,Right,72,179,Midfield
J. Díaz,19,Mexico,62,LB,450,Left,71,172,Defense
N. Díaz,19,Chile,62,LCB,450,Left,70,165,Defense
J. Payne,27,England,62,RCM,300,Right,72,163,Midfield
M. Pronichev,18,Russia,62,CF,625,Right,72,172,Attack
A. Dadakdeniz,18,Turkey,62,GK,425,Right,76,185,Defense
Li Shuai,23,China PR,62,LB,375,Right,70,154,Defense
V. Emmersón,22,Congo,62,CB,375,Right,77,187,Defense
V. Mykolenko,19,Ukraine,62,LB,575,Left,71,157,Defense
K. Çelik,18,Turkey,62,ST,500,Right,70,168,Attack
W. Pawłowski,25,Poland,62,GK,270,Right,75,176,Defense
Du Jia,25,China PR,62,GK,290,Right,73,165,Defense
J. Knight,20,England,62,CB,525,Right,73,172,Defense
Samuel,21,Spain,62,CDM,475,Left,73,170,Midfield
O. Palmer,26,England,62,RS,375,Right,77,203,Attack
T. Thomas,22,England,62,CB,375,Right,73,157,Defense
E. Sanhueza,22,Chile,62,GK,325,Right,70,176,Defense
Y. Guzmán,20,Colombia,62,CAM,675,Right,65,141,Midfield
J. Schneider,24,Germany,62,ST,400,Right,70,174,Attack
M. Albornoz,30,Sweden,62,CDM,230,Right,72,176,Midfield
F. Senninger,22,Germany,62,LB,350,Right,69,154,Defense
E. Ćivić,22,Bosnia Herzegovina,62,LM,450,Left,72,168,Midfield
F. Crisanto,27,Honduras,62,RB,250,Right,69,152,Defense
J. Gerezgiher,22,Germany,62,LM,425,Right,69,157,Midfield
J. Hoffmann,22,Germany,62,CM,450,Right,70,159,Midfield
G. Alcalá,25,Mexico,62,GK,290,Right,70,161,Defense
A. Almendra,18,Argentina,62,LCM,625,Right,72,165,Midfield
A. Dźwigała,22,Poland,62,LCB,350,Right,73,176,Defense
A. Kenyon,25,England,62,CDM,300,Left,72,168,Midfield
S. Friðjónsson,22,Iceland,62,CM,500,Right,73,168,Midfield
F. Illarregui,21,Argentina,62,ST,500,Right,67,159,Attack
D. Butler,23,England,62,LWB,350,Left,70,165,Defense
J. Mosquera,21,Colombia,62,CDM,475,Right,69,165,Midfield
H. Özkan,20,Turkey,62,CM,475,Right,70,154,Midfield
E. Hewitt,24,Wales,62,RDM,425,Right,71,165,Midfield
Joan Sastre,21,Spain,62,RB,400,Right,69,163,Defense
F. Russo,23,Argentina,62,CB,350,Right,73,172,Defense
J. Nuttall,21,England,62,ST,550,Right,72,159,Attack
Hélton Carvalhal,26,Brazil,62,ST,325,Right,74,181,Attack
A. Rossipal,22,Germany,62,LB,375,Left,72,170,Defense
Wang Shouting,32,China PR,62,CDM,170,Right,73,181,Midfield
C. Montano,26,Colombia,62,LB,260,Left,71,168,Defense
A. Abang,21,Cameroon,62,ST,425,Right,73,161,Attack
Seol Tae Soo,23,Korea Republic,62,CAM,425,Right,68,132,Midfield
M. Nalepa,23,Poland,62,LDM,450,Right,67,163,Midfield
B. Kapacak,18,Turkey,62,RM,625,Right,69,154,Midfield
M. Bülter,25,Germany,62,RM,375,Right,74,176,Midfield
M. Koné,24,France,62,CB,325,Right,75,194,Defense
Bae Jae Woo,25,Korea Republic,62,RB,325,Right,69,148,Defense
O. Shaw,20,Scotland,62,ST,675,Right,74,159,Attack
M. van Kins,19,Netherlands,62,CAM,500,Left,72,150,Midfield
N. Thaller,19,Argentina,62,CB,600,Right,74,154,Defense
Elbis,25,Brazil,62,LB,325,Left,69,168,Defense
Viti,21,Spain,62,CM,475,Right,70,148,Midfield
M. Kouhyar,20,Afghanistan,62,LM,450,Right,68,152,Midfield
R. Sutton,32,England,62,CB,170,Right,72,187,Defense
M. Cullen,26,England,62,ST,375,Right,69,165,Attack
A. Kiwomya,22,England,62,RM,550,Right,70,148,Midfield
J. Sanchez,23,Colombia,62,RM,450,Right,67,132,Midfield
F. Onyeka,20,Nigeria,62,RW,550,Right,72,154,Attack
C. Krempicki,23,Germany,62,CAM,400,Right,70,163,Midfield
Marc Vales,28,Andorra,62,CB,290,Right,72,174,Defense
F. Rodríguez,22,Switzerland,62,CAM,425,Right,70,172,Midfield
I. Lučić,23,Austria,62,GK,325,Right,76,216,Defense
B. Kukeli,34,Albania,62,CM,150,Left,71,159,Midfield
A. Fisher,28,England,62,RS,325,Right,75,176,Attack
M. Rodriguez,22,United States,62,LW,550,Right,68,143,Attack
A. Dávila,19,Uruguay,62,ST,650,Left,70,159,Attack
K. Mawatari,27,Japan,62,RB,280,Right,69,154,Defense
D. Hernández,18,Mexico,62,LW,500,Left,68,176,Attack
Quinti,21,Spain,62,LB,375,Left,72,161,Defense
I. Ljubić,21,Austria,62,LDM,475,Right,72,165,Midfield
F. Barceló,25,Uruguay,62,LS,400,Right,69,172,Attack
K. Fukai,23,Japan,62,RCM,350,Right,70,159,Midfield
H. Sy,22,Mauritania,62,LB,375,Left,67,165,Defense
J. Odgaard,19,Denmark,62,ST,650,Left,74,176,Attack
T. Bunmathan,28,Thailand,62,LB,240,Left,68,141,Defense
M. Willsch,27,Germany,62,RM,325,Right,71,159,Midfield
L. Fomba,20,France,62,CDM,600,Right,73,152,Midfield
C. Huérfano,22,Colombia,62,RM,450,Right,69,141,Midfield
I. Govea,21,Mexico,62,RB,400,Right,69,152,Defense
B. Gladwin,26,England,62,CM,350,Right,73,190,Midfield
Huang Zhengyu,21,China PR,62,CB,525,Right,70,161,Defense
A. Verdugo,20,Argentina,62,CM,525,Right,67,150,Midfield
V. Slivka,23,Lithuania,62,CM,400,Right,75,185,Midfield
L. Kelly,22,Scotland,62,GK,425,Right,74,183,Defense
W. Hashimoto,31,Japan,62,LB,200,Left,71,159,Defense
J. Broh Tonye,21,Italy,62,CM,475,Right,71,165,Midfield
A. Kanté,23,Gambia,62,LM,425,Right,72,176,Midfield
S. Strand,25,Sweden,62,RM,325,Right,69,154,Midfield
Vitinho,18,Brazil,62,RB,550,Right,69,161,Defense
F. Mayer,20,Germany,62,CB,600,Right,75,192,Defense
B. Maguire,28,Netherlands,62,CAM,300,Right,71,176,Midfield
G. Williams,25,England,62,RWB,350,Right,69,154,Defense
M. Håkansson,25,Sweden,62,LM,375,Right,73,181,Midfield
F. Kohls,23,Germany,62,CM,450,Right,68,152,Midfield
L. Zidane,20,France,62,GK,350,Right,72,170,Defense
Jeon Hyeon Chul,27,Korea Republic,62,CAM,325,Right,69,159,Midfield
J. Weir,22,England,62,CM,450,Right,70,157,Midfield
M. Rose,35,England,62,LDM,70,Left,71,172,Midfield
B. Moore,29,England,62,RS,300,Right,69,159,Attack
D. Mihailovic,19,United States,62,CAM,525,Right,70,152,Midfield
G. Zabret,22,Slovenia,62,GK,375,Right,74,176,Defense
K. Al Kaabi,26,Saudi Arabia,62,RM,350,Right,70,152,Midfield
J. Brown,23,Jamaica,62,CAM,425,Left,69,143,Midfield
D. Rosende,32,Chile,62,CM,230,Right,68,152,Midfield
D. Baumgartner,21,Austria,62,RCB,400,Right,73,159,Defense
M. Pantović,21,Serbia,62,LM,450,Right,73,154,Midfield
M. Goncalves,17,France,62,LB,400,Left,70,146,Defense
J. Branger-Engone,24,Gabon,62,RM,375,Left,72,163,Midfield
R. Renner,24,Austria,62,LM,375,Left,71,152,Midfield
R. Hatsuse,20,Japan,62,LB,475,Right,69,141,Defense
Y. Tanaka,29,Japan,62,LWB,230,Left,67,150,Defense
R. Droehnle,19,France,62,CB,600,Left,71,154,Defense
S. McCoulsky,21,England,62,ST,450,Right,72,154,Attack
F. Dady Ngoy,28,France,62,RB,240,Right,67,139,Defense
M. Dolan,25,England,62,CM,375,Left,69,154,Midfield
S. Jackson,31,Canada,62,LS,270,Right,68,161,Attack
D. Oldaker,19,England,62,CDM,450,Right,69,172,Midfield
R. Basque,23,France,62,CDM,400,Right,72,152,Midfield
Javi Pérez,32,Spain,62,CM,230,Left,71,170,Midfield
C. Ogilvie,22,England,62,LB,400,Left,72,181,Defense
Z. Elbouzedi,20,Republic of Ireland,62,CAM,575,Right,71,154,Midfield
P. Dárdai,19,Germany,62,LM,650,Left,69,139,Midfield
Prendes,21,Spain,62,CB,425,Right,74,165,Defense
G. Ferrari,21,Argentina,62,CB,475,Right,72,168,Defense
M. Willock,21,England,62,CM,525,Right,73,159,Midfield
E. Riis Jakobsen,20,Denmark,62,ST,525,Right,75,185,Attack
S. Coulibaly,22,France,62,CB,450,Right,72,192,Defense
M. Biamou,27,France,62,ST,325,Right,73,183,Attack
D. Cardozo,31,Argentina,62,RM,270,Left,67,146,Midfield
E. Seidou,26,France,62,LB,290,Left,72,187,Defense
S. Ohlsson,25,Sweden,62,RCM,350,Right,73,172,Midfield
C. Woodman,35,England,62,LB,70,Left,69,150,Defense
V. Leikvoll Moberg,27,Norway,62,RCM,350,Right,75,187,Midfield
D. Johnson,22,United States,62,RM,425,Right,69,141,Midfield
L. Öhman,26,Sweden,62,RCB,325,Right,75,185,Defense
T. Morishima,21,Japan,62,CAM,550,Right,69,146,Midfield
S. Cleveland,24,United States,62,GK,300,Left,74,185,Defense
U. Nissilä,22,Finland,62,CAM,425,Right,69,143,Midfield
J. Thompson,29,England,62,RM,300,Right,72,132,Midfield
João Lopes,22,Brazil,62,GK,300,Right,74,181,Defense
Lee Jin Hyung,30,Korea Republic,62,GK,190,Right,74,194,Defense
C. Essers,21,Netherlands,62,RB,350,Right,71,146,Defense
F. Franks,27,England,62,RCB,290,Right,72,152,Defense
J. Campbell-Ryce,35,Jamaica,62,LM,130,Right,67,172,Midfield
M. Etuin,22,France,62,CM,425,Left,69,143,Midfield
Jung San,29,Korea Republic,62,GK,200,Right,75,185,Defense
Liu Yu,33,China PR,62,LB,120,Left,72,154,Defense
C. Hamilton,23,England,62,RWB,375,Left,73,163,Defense
I. McShane,25,Scotland,62,CM,350,Right,69,141,Midfield
Y. Misao,27,Japan,62,CB,300,Left,69,154,Defense
M. Pribula,32,Slovakia,62,LM,240,Left,66,137,Midfield
J. Grimes,27,England,62,CB,260,Right,74,168,Defense
E. Nouri,32,Azerbaijan,62,RB,170,Right,71,165,Defense
J. Murphy,36,Republic of Ireland,62,GK,40,Left,74,194,Defense
Martí Vilá,19,Spain,62,LB,450,Left,68,152,Defense
K. Piedrahita,27,United States,62,GK,270,Right,73,176,Defense
Seo Young Jae,23,Korea Republic,62,LB,375,Left,72,159,Defense
Y. Songo'o,26,Cameroon,62,RCB,300,Right,73,170,Defense
Lang Zheng,31,China PR,62,CB,200,Right,75,165,Defense
J. Matt,28,Jamaica,62,RS,325,Right,75,176,Attack
J. Yates,21,England,62,RM,425,Right,69,150,Midfield
A. Baker,21,Wales,62,RB,450,Right,70,172,Defense
I. Morales,18,Chile,62,LS,625,Right,71,168,Attack
M. Verreth,20,Belgium,62,RW,500,Right,71,163,Attack
Zhu Ting,32,China PR,62,RB,170,Right,71,172,Defense
E. Bajrami,25,FYR Macedonia,62,RM,350,Left,68,137,Midfield
A. Mangan,31,England,62,ST,270,Right,72,163,Attack
K. Baccus,20,Australia,62,RCM,475,Right,69,139,Midfield
T. Antalyalı,23,Turkey,62,CAM,400,Right,71,157,Midfield
S. Takahashi,26,Japan,62,RCB,300,Right,71,154,Defense
A. Ramsdale,20,England,62,GK,550,Right,74,170,Defense
S. Sørli,22,Norway,62,LM,425,Left,70,148,Midfield
Choi Hyun Tae,30,Korea Republic,62,CM,280,Right,70,165,Midfield
Jefté,24,Spain,62,ST,400,Right,73,181,Attack
G. Crociata,20,Italy,62,CAM,675,Right,69,148,Midfield
V. Pinson,22,France,62,ST,425,Right,70,148,Attack
D. Williams,30,England,62,LM,290,Right,73,170,Midfield
K. Lejeune,33,France,62,LB,120,Left,71,179,Defense
D. Avounou,20,Congo,62,LCM,525,Left,70,157,Midfield
S. Barreto,19,Argentina,62,CB,600,Right,72,172,Defense
T. Sawada,27,Japan,62,RW,325,Right,67,139,Attack
M. Yamane,24,Japan,62,RCB,350,Right,70,152,Defense
J. Dem,25,Germany,62,CDM,325,Right,72,161,Midfield
Ba Dun,22,China PR,62,CAM,425,Right,71,159,Midfield
A. Georgiou,21,Cyprus,62,LM,575,Left,70,161,Midfield
Álex Blanco,19,Spain,62,LM,575,Left,69,154,Midfield
J. Kotzke,28,Germany,62,CDM,250,Right,72,165,Midfield
I. Varone,25,Italy,62,CM,375,Right,72,163,Midfield
